,company,error,joburl,location_area,location_big,salary,searchterm,seekID,templatetext,title,yrlow,yrhigh,salrange,avg_sal
394,Hays Information Technology,nobullets,/job/38035333?type=standout&searchrequesttoken=b3374154-588c-4f87-8055-67425fb66eb2,CBD & Inner Suburbs,Melbourne,$400.00 - $500.00 p.d.,data-analyst,38035333.0,"
Business Intelligence/ Data Analyst with strong Tableau, SQL and Excel experience for a 6 month contract  Your new company This Government Department is seeking an experienced Business Intelligence/ Data Analyst
            with strong Tableau, SQL and Excel experience for a 6 month contract based in Melbourne CBD.  Your new role Working in a small team and reporting into through to the BI manager, will be responsible for the analysis
            and reporting of data pertaining to all key business areas and respond to information requests made by external stakeholders as required.  What you'll need to succeed To be successful you will require the following
            skills/ experience: 

Extensive experience doing statistical reporting using standard BI software including Tableau, Excel, Access and SQL
Demonstrated ability to develop standardised reports in a data warehouse environment to meet the regular statistical reporting needs of internal clients
Demonstrated experience to gather relevant information, to analyse statistical data and to identify key issues, patterns and trends
Highly developed interpersonal skills, including a demonstrated ability to build effective working relationships with a range of internal and external stakeholders

  What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now. If this job isn't quite right for you but you are looking for a new position,
            please contact us for a confidential discussion on your career.
",BI/ Data Analyst | Tableau Excel SQL,100000.0,125000.0,25000.0,112500.0
395,World Vision,nobullets,/job/38112295?type=standout&searchrequesttoken=b3374154-588c-4f87-8055-67425fb66eb2,Bayside & South Eastern Suburbs,Melbourne,Tax Benefits Available - On-site Free Car Park,data-analyst,38112295.0,"
Business Intelligence/ Data Analyst with strong Tableau, SQL and Excel experience for a 6 month contract  Your new company This Government Department is seeking an experienced Business Intelligence/ Data Analyst
            with strong Tableau, SQL and Excel experience for a 6 month contract based in Melbourne CBD.  Your new role Working in a small team and reporting into through to the BI manager, will be responsible for the analysis
            and reporting of data pertaining to all key business areas and respond to information requests made by external stakeholders as required.  What you'll need to succeed To be successful you will require the following
            skills/ experience: 

Extensive experience doing statistical reporting using standard BI software including Tableau, Excel, Access and SQL
Demonstrated ability to develop standardised reports in a data warehouse environment to meet the regular statistical reporting needs of internal clients
Demonstrated experience to gather relevant information, to analyse statistical data and to identify key issues, patterns and trends
Highly developed interpersonal skills, including a demonstrated ability to build effective working relationships with a range of internal and external stakeholders

  What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now. If this job isn't quite right for you but you are looking for a new position,
            please contact us for a confidential discussion on your career.
",Business Intelligence Data & Reporting Analyst,,,,
396,Preacta Recruitment,nobullets,/job/38032694?type=standard&searchrequesttoken=b3374154-588c-4f87-8055-67425fb66eb2,"CBD, Inner West & Eastern Suburbs",Sydney,Up to $500.00 per day plus super,data-analyst,38032694.0,"This role is to support a large finance program, Financial Management & Performance Reporting (FMPR) therefore the candidates needs to have experience supporting financial programs.   Position OverviewThe Financial
        Management & Performance Reporting (FM&PR) response program has been established as part of a broader and fast-paced change agenda, to ensure the client meets or exceeds its financial targets in FY19 and beyond. This program includes this
        Data Analyst position within the Controls and Analysis Team as one of the key enablers for change. The Data Analyst supports the team by providing detail data extraction and data analysis support to identify and implement key controls
        and policies to cover all aspects of the Operating and Capital Expenditure framework. This also includes understanding the detailed data requirements and analysis of the forecasting and planning process with a significant contribution to Operating
        and Capital Expenditure performance, through detail expenditure variance analysis, deep dive reviews and analysis of Operating and Capital Expenditure providing recommendations and follow-up of implementation actions  Essential Requirements1.
        Strong experience with SQL2. Strong experience with SAP Financials, HR and Payroll3. Strong Excel experience4. Have hands-on experience of handling vast amounts of data5. Develop ad-hoc raw data reports as needed ensuring appropriately
        tested and fit-for-purpose6. Experience in dealing with large sums of data extraction and manipulation from source systems7. Ability to deep dive for data dissemination and data analysis to understand the quality of Expenditure data (OPEX
        & CAPEX), etc. and interpret results.8. Ability to identify the root causes of poor quality data and recommend controls to rectify the issues to improve the quality of expenditure data.9. Ability to address and meet focus capabilities
        as stated in the Position Description.
        
",Data Analyst,125000.0,125000.0,0.0,125000.0
397,Davidson Corporate,nobullets,/job/38031660?type=standard&searchrequesttoken=b3374154-588c-4f87-8055-67425fb66eb2,CBD & Inner Suburbs,Brisbane,not_listed,data-analyst,38031660.0,"About the CompanyDavidson are a preferred supplier for the government sector and have strong partnerships within local, state and federal government.  We currently have an opportunity for an experienced Data Analyst
        (Principal Advisor - Performance and Reporting) to commence a temporary contract.About the RoleIn the role of Data Analyst you will oversee the development and operational implementation of customer service standards.
        This includes establishment of performance management systems, reporting and performance monitoring. Further to this:
        
Data processing and cleaning
Manage User Experience design
Statistical analysis, monitor statistical robustness of data and metrics and content
Assist with stakeholder consultation
About YouTo be successful for this role, you should have the following accountabilities:
        
High level conceptual, analytical and problem-solving skills to complex problems, including the interpretation and analysis of a broad range of data and information
Manage suppliers and conduct contract monitoring with third parties delivering audit services, customer service training programs and consulting services.
Develop annual targets and KPIs for the implementation of the customer service standards.
Experience using Sharepoint
Great communication skills for stakeholder engagement
Previous Government experience is desired, but not mandatory  
The Benefits

Highly reputable government department 
$67.08per/hour+SUPER
CBD Location
Contract with possible extension 
To apply, click the link and upload your current resume in Microsoft Word format only (.doc or .docx). Quoting ref no. JO-1901-92796. Want to know more about Davidson? Visit us at www.davidsonwp.com ",Data Analyst,,,,
398,Davidson Corporate,nobullets,/job/38031647?type=standard&searchrequesttoken=b3374154-588c-4f87-8055-67425fb66eb2,CBD & Inner Suburbs,Brisbane,not_listed,data-analyst,38031647.0,"About the CompanyDavidson are a preferred supplier for the government sector and have strong partnerships within local, state and federal government.  We currently have an opportunity for an experienced Data Analyst
        (Principal Advisor - Performance and Reporting) to commence a temporary contract.About the RoleIn the role of Data Analyst you will oversee the development and operational implementation of customer service standards.
        This includes establishment of performance management systems, reporting and performance monitoring. Further to this:
        
Data processing and cleaning
Manage User Experience design
Statistical analysis, monitor statistical robustness of data and metrics and content
Assist with stakeholder consultation
About YouTo be successful for this role, you should have the following accountabilities:
        
High level conceptual, analytical and problem-solving skills to complex problems, including the interpretation and analysis of a broad range of data and information
Manage suppliers and conduct contract monitoring with third parties delivering audit services, customer service training programs and consulting services.
Develop annual targets and KPIs for the implementation of the customer service standards.
Experience using Sharepoint
Great communication skills for stakeholder engagement
Previous Government experience is desired, but not mandatory  
The Benefits

Highly reputable government department 
$67.08per/hour+SUPER
CBD Location
Contract with possible extension 
To apply, click the link and upload your current resume in Microsoft Word format only (.doc or .docx). Quoting ref no. JO-1901-92796. Want to know more about Davidson? Visit us at www.davidsonwp.com ",Data Analyst,,,,
399,Davidson Corporate,nobullets,/job/38031608?type=standard&searchrequesttoken=b3374154-588c-4f87-8055-67425fb66eb2,CBD & Inner Suburbs,Brisbane,not_listed,data-analyst,38031608.0,"About the CompanyDavidson are a preferred supplier for the government sector and have strong partnerships within local, state and federal government.  We currently have an opportunity for an experienced Data Analyst
        (Principal Advisor - Performance and Reporting) to commence a temporary contract.About the RoleIn the role of Data Analyst you will oversee the development and operational implementation of customer service standards.
        This includes establishment of performance management systems, reporting and performance monitoring. Further to this:
        
Data processing and cleaning
Manage User Experience design
Statistical analysis, monitor statistical robustness of data and metrics and content
Assist with stakeholder consultation
About YouTo be successful for this role, you should have the following accountabilities:
        
High level conceptual, analytical and problem-solving skills to complex problems, including the interpretation and analysis of a broad range of data and information
Manage suppliers and conduct contract monitoring with third parties delivering audit services, customer service training programs and consulting services.
Develop annual targets and KPIs for the implementation of the customer service standards.
Experience using Sharepoint
Great communication skills for stakeholder engagement
Previous Government experience is desired, but not mandatory  
The Benefits

Highly reputable government department 
$67.08per/hour+SUPER
CBD Location
Contract with possible extension 
To apply, click the link and upload your current resume in Microsoft Word format only (.doc or .docx). Quoting ref no. JO-1901-92796. Want to know more about Davidson? Visit us at www.davidsonwp.com ",Data Analyst,,,,
400,The Friendly Society Private Hospital,nobullets,/job/38128454?type=standard&searchrequesttoken=b3374154-588c-4f87-8055-67425fb66eb2,CBD & Inner Suburbs,Brisbane,not_listed,data-analyst,38128454.0,"

The Friendly Society Private Hospital, affectionately known as The Friendlies, is a 142-bed acute care surgical and medical facility that provides the highest quality healthcare set in modern facilities with the latest technology.  Established
          as a not-for-profit medical facility in 1946, we have grown to become the leading hospital of choice for the people of Bundaberg and the Wide Bay regions having proudly cared for our community for more than 65 years.
The Area
Bundaberg is approximately a 4-hour drive or a short 45-minute flight from Brisbane.  The area lays claims to internationally renowned Southern Great Barrier Reef, Mon Repos Turtle Rookery, Bundaberg Rum and the famous aviator Bert Hinkler. 
Our notable features include fantastic climate, relaxed and inviting lifestyle, affordable living, modern shopping facilities, plentiful tourism destinations and diverse economic opportunities.
We also offer easy access to a wide variety of services including 3 major hospitals, public and private schools, major campuses of CQUniverstity and TAFE. 
The Position
We are seeking a candidate that is highly experienced with regards to Data Warehouse Analytics in particular a champion of BI (Tableau) / ETL & Data Analytics to work onsite and in collaboration with our Information Management team being responsible
          for the development of our Data Warehouse. This position is being offered as a fixed term 12 month contract with an anticipated commencement February 2019.
Data warehouse: Greenfield Project

Gathering technical requirements
In depth experience and knowledge in designing and developing a data warehouse to suit Financial and operational reporting.
Complex SQL queries to query data across multiple linked servers.
Query builder, Query optimisation, database tuning and other associated DBA activities.

ETL:

Extract and Transform data from disparate data sources to meet the specifications.
SSIS - Building new and maintaining, troubleshooting existing SSIS packages.

The Person
Key Selection Criteria for this position includes:

Experience with SQL Server 2016 or latest would be advantageous
Experience with MSBI stack would be advantageous
Qualifications in Data Analytics or Information Technology and/or equivalent work experience
Demonstrated experience working with Tableau Desktop and Tableau Service software
Eye for details and a strong understanding of interface designed principles
Experience in wire framing and prototyping dashboards
Previous experience in working with medical, finance and business data systems
Ability to recommend and share knowledge in a team environment
Commitment to our values of Courage, Diligence, Compassion, Wisdom and Friendliness

The Benefits
As a part of The Friendlies team, you will enjoy:

Attractive salary packaging options and a variety of additional discounts and benefits within our hospital and pharmacies
Career development opportunities and commitment to ongoing training, education and professional development
Family friendly work environment close to professional child care services
Find out more about why The Friendlies is a great place to work at https://thefriendlies.org.au

Vaccine Preventable Diseases (VPD) Requirements: It is recommended that as part of your employment for this role that you are vaccinated, and remain vaccinated, during your employment against the following vaccine
          preventable diseases such as Measles, Mumps, Rubella, Varicella (Chicken Pox), Pertussis (Whooping Cough), Hepatitis B.
Existing staff that were employed prior to 1 July 2017 are not subject to this condition of employment unless they apply for a role with VPD requirements.
How to Apply
To be considered for this position please submit the following two documents:

Cover letter including a statement of response addressing the Key Selection Criteria (maximum 150 words per criteria).
Copy of your Resume, including referees, outlining your skills and experience.
Submit your application on the FSPH website  https://thefriendlies.org.au/careers/

Applications close 11 January 2019.
",Data Warehouse Analyst,,,,
401,GMT People,nobullets,/job/38029151?type=standard&searchrequesttoken=b3374154-588c-4f87-8055-67425fb66eb2,CBD & Inner Suburbs,Melbourne,6 months initially,data-analyst,38029151.0,"
Data Analyst needed to assist deliver a single source of data to support management reporting and business intelligence needs. The Program is integrating data from a range of enterprise domains.
Responsibilities include:

Engage with key stakeholders to understand data needs
Define data solutions for identified needs
Understand business priority and detail the resulting benefit
Identify and catalogue all required source data for solutions
Ensure that all required source data is available and understood
Define data warehouse outputs - datasets or reports

Experience needed:

Excellent communication and documentation skills
SQL skill required to analyse large datasets
Able to work with minimal supervision
Able to interact with senior stakeholders and operational experts
Sound knowledge of BI reporting and data warehousing concepts
Data Profiling experience on large projects

Does this sound like you? If so, we will be pleased to receive your application.
If you would like more information, please call Keith or the team on 03 8613 9999.
",Data Analyst,,,,
402,Hays Information Technology,nobullets,/job/38036310?type=standout&searchrequesttoken=b3374154-588c-4f87-8055-67425fb66eb2,not_listed,ACT,not_listed,data-analyst,38036310.0,"
Data Analytics - longitudinal data sets - Statistical Analysis - Data Linkage - Insights Extraction - Research  Your new company You will be working for a large Federal Government Department  Your new role            You will be leading the development of the departments data management strategy.The program of work may involve reviewing data assets, working across the department to build a data management community of practice across the department and
            undertaking complex statistical analysis for our clients such as multi-variate statistical analysis or causal inference testing.   What you'll need to succeed

The ability to communicate complex concepts or research findings to general audiences.
The ability to develop complex workplace documents within tight time frames
Experience in data visualisation or graphics packages such as Publisher or Illustrator would be an advantage.
Experience in analysing large, complex and longitudinal data sets
Experience in database management or data analytics packages (for example R, STATA or SAS) would be an advantage.


You must be an Australian citizen and will possess or be willing to go through the process to obtain and maintain a (Baseline, NV1 or NV2) personnel security clearance.

  What you'll get in return An EL1 level position is on offer with the chance to work on this exciting analytics project.  What you need to do now If you're interested in this role, click
            'apply now' to forward an up-to-date copy of your CV. Call Liam O'Meara on 02 62579802 or email Liam.omeara@hays.com.au for any questions relating to this role.
",EL1 Data Analyst,,,,
403,Hume City Council,nobullets,/job/38231832?type=standout&searchrequesttoken=b3374154-588c-4f87-8055-67425fb66eb2,Northern Suburbs,Melbourne,not_listed,data-analyst,38231832.0,"
*$85,800 pa (Band 6) plus super *Permanent Full time
Hume City Council is seeking a population data analyst to join our research and community engagement team.
Council is seeking specialist skills in relation to:

Social, economic and demographic analysis;
Customer experience and satisfaction research
Survey design and analysis and presentation of findings
Data analytics and visualisation of qualitative and quantitative information

Key Skills

Proficiency in the application of statistical analysis methods and techniques.
Ability to appraise information (both statistical and written) and succinctly and visually present written reports, presentations, data visualisations and thematic maps
Proficient knowledge of relevant computer software utilised for statistical and demographic analysis including Microsoft Excel and SPSS. Skills and experience utilising GIS-based demographic analysis tools such as MapInfo, QGIS and AnySite would
            be advantageous. The ability to use Tableau to present data is also advantageous.

Company ProfileHume City Council is a leader in local government and is recognised for its innovation, initiative, leadership, service, quality and support for its people.
Hume City is one of Australia's fastest-growing communities and with more people choosing to call Hume home, we're expected to welcome more than 57,000 new residents to our City over the next decade.
What We OfferWith our high level of employee engagement, Hume City Council offers a great working environment where you can develop your career. We offer flexible work arrangements and other benefits, such as study assistance
          and interest free loans for public transport. Our strong commitment to social justice and the environment provides opportunities for employees to participate in various programs.
For further information please contact Sharyn Cox on 9356 6172.
To apply for this job go to: www.hume.vic.gov.au/careers/Jobs_And_Opportunities. Applications close 12 February 2019(Job ID:4542890)
",Research Analyst (100375),,,,
404,GHD Pty Ltd,nobullets,/job/38132536?type=standard&searchrequesttoken=b3374154-588c-4f87-8055-67425fb66eb2,CBD & Inner Suburbs,Melbourne,not_listed,data-analyst,38132536.0,"
GHD is one of the world's leading professional services companies operating in the global markets of water, energy and resources, environment, property and buildings, and transportation. With a global network of 10,000 professionals, we combine
          the benefit of local knowledge with an ability to access our people from anywhere, helping clients enjoy the rewards of a one GHD network.
 
We operate in an environment where the power of technology is advancing at an astonishing rate. Regardless of business size or industry, digital transformation is vital. Our digital services have been designed to help our clients reimagine their
          future business model, to improve the customer experience and reduce total cost of ownership of infrastructure assets. GHD Digital helps our clients to think differently, to embrace rapidly emerging digital advancements and to future-proof their
          businesses. Please visit our website for more information: www.ghd.com/en/services/digital.aspx.
 
The team:
 
Our Data and Analytics team understand that big data means nothing without intelligent insights. Using leading edge data analytics and business intelligence technology, we help clients see patterns in their data and find insights to improve the
          way the business operates. We work clients to help make better business decisions.  
 
The role:
 
Reporting to the Practice Director, Data & Analytics; as a Business Analyst, you will be working on external client facing projects and be responsible for defining detailed requirements, analysing business needs, and the validation of reporting
          solutions including the provision of dashboard solutions that will enable the achievement of the clients’ overall goals.
 
Key responsibilities include:


Reviews and collects business requirements related to data, business intelligence and analytics through workshops, interviews, document analysis, surveys, use cases, business process descriptions, and workflow analysis.


On-going analytical support through the utilisation of data management, modelling and technology. 


Identifies, analyses, and interprets trends and patterns in complex data sets, drawing insights that will aid the business in developing a suitable course of action.


Regularly audits system data in order to guarantee compliance, accuracy, and duplication management. 


Designing of targeted reports and dashboards that will provide insight and enable sound business decision-making.


Collaboration with the rest of the Data and Analytics team and broader Digital business


Identify process automation opportunities and functions that will streamline current and future data management and reporting for the business. 


Maintain a clear understanding of analytics, reporting, and technology and apply this knowledge to develop and recommend solutions that will further enhance the business’s competitive edge and place the business at an advantage over competition
              at all fronts in the market.


Desired Skills and Experience


3 to 8 years’ experience of relevant, data related business experience


Bachelor’s degree in Data Science, Computer Science, Information Technology, Economics, Information Systems, Statistics, Applied Math, Business Administration, or any other related field

Strong analytical skills and the capacity to interpret quantitative and qualitative data
Strong problem solving skills
Strong visualisation skills with tools such as PowerBI, Tableau etc.
Intermediate to Advanced SQL skills
Strong inter-personal and communication skills
Proven team player, with the ability to develop and maintain internal and external relationships
Strong written and verbal communication skills
Excellent written and verbal communication
Proven team player, with the ability to develop and maintain internal and external relationships

Why work for GHD?

It is an exciting time to join GHD Digital as we are on the cusp of the new digital revolution;  
You will have exposure to interesting IOT asset data; 
You will be surrounded and inspired by leading industry specialists; 
Working in a multidisciplinary environment promotes a collaborative working environment; 
We are proud of our culture, and promote flexible working arrangements, foster gender balance and diversity

We are committed to creating a nurturing environment where people are empowered and are encouraged to bring their whole-self to work.


We offer a professional and friendly culture based on our core values of Safety, Teamwork, Respect and Integrity. 


GHD also provides attractive career and lifestyle options including professional development through the GHD Business School, flexible work options and family-friendly practices.


Please click the following link to apply.  
",GHD Digital - Asset Data / Business Analyst  – SYDNEY / MELB / BRIS / PERTH,,,,
405,HorizonOne Recruitment,nobullets,/job/38033467?type=standard&searchrequesttoken=c7a7e795-d6ce-4bf5-9630-c83986317253,not_listed,ACT,$84692 - $115100 p.a. + 15.4% Super,data-analyst,38033467.0,"
The Organisation:
Our client is responsible for national policies and programs that help Australians access quality and affordable education and training.
The Opportunity:
There are 2 positions available. The EL1 will be responsible for a small team of 4 which will include the APS6. 
The role is in the Data Integration and Analytics section that will be:  A) leading the development and implementation of the department’s data management strategy to support a culture of evidence-based policy.
B) showcasing the rigorous, strategic and empirical research on complex social problems affecting whole education systems that can be achieved through (longitudinal) data integration and cross-portfolio collaboration. 
The Role:
In this 6 month non ongoing position with a possible 6 month extension, you will lead the development and implementation of the department’s Data Management Strategy and represent the department at the Data Integration Partnership for Australia.
The program of work may involve reviewing data assets, working across the department to build a data management community of practice across the department, implementing new data policies, and undertaking complex statistical analysis for our
            clients such as multi-variate statistical analysis or causal inference testing.
In addition, you will support the general work of the Data Management and Analytics team by writing reports, briefs and managing staff and projects.
The Person:
You will come from a Data Analyst or Statistical background. You are likely to have technical experience delivering on quantitative research projects and possibly experience in using experimental design and casual inference statistical techniques.
            You will have demonstrated experience in communicating complex concepts or research findings to general audiences and you will be proficient in R, STATA or SAS
A baseline security clearance is desirable but not mandatory. However Australian Citizenship is a must.
The Salary/Rate:
APS6 $84,692- $93,132 + 15.4% Super EL1 $104,143- $115,100 + 15.4% Super
If this role is not quite right for you, but you are interested in other Data Analyst positions please contact me on the details below.
 To apply online, please click on the appropriate link. Alternatively, for a confidential discussion, please contact Lucas Walker on 02 6108 4878, quoting Ref No. 8420
",EL1 & APS6 Data Analyst Positions,84692.0,115100.0,30408.0,99896.0
406,Xero,nobullets,/job/38026920?type=standout&searchrequesttoken=c7a7e795-d6ce-4bf5-9630-c83986317253,not_listed,Melbourne,Attractive package,data-analyst,38026920.0,"
About Xero
 
Here at Xero we are all about people and building beautiful experiences for our customers. Join our passionate team who love to learn and get involved in the community. We focus on developing solutions to make it easier for small businesses to
          grow through beautiful accounting software. With us you have a chance to have an impact on the lives and businesses of people globally.
Working at Xero will provide you with a diverse and inclusive environment alongside people who will respect, challenge, support and mentor you to have fun while you do the best work of your life. We are a place where personal development, innovation,
          and change are not only inspired but also celebrated. We value our people and want them to enjoy and take pride in their work.
About the role
As a member of our product team, you will play a key role in how we understand and use our data to deliver amazing experiences in our product. You will achieve this through:
 

Analysing our current data gathering tools and processes to identify ways to make improvements - making it easier and quicker to collect, analyse, interpret and share data and findings

 

Using a range of simple and advanced analytical techniques and approaches to understand how our customers use our products, and collaborate with various teams across the business to help collect data and establish insights that inform product
            & roadmap decisions

 

Continually explore and analyse customer behaviour to identify patterns and drive improved conversion and retention, helping make our products better and our customers happier

About you
We are looking for someone with a passion for building great products and, just as important as the experience, is the ability to be #human and take ownership of your environment. We are so lucky to have excellent people to work with and offices
          to work in and we'd love you to be a part of it.
So for you to be successful as Xero’s next Product Data Analyst you'll ideally have some experience in:

A previous Analyst role where you were responsible for applying data driven insights to recommendations in commercial settings
Applying data modelling aggregation and visualisation techniques and methods
Working with analytics software and tagging tools to support a complex product or digital experience(s)
Applying programmatic statistical packages and libraries such as R, Python or similar
Driving insights and recommendations from A/B testing
SQL and proven ability wrangling data from multiple sources.
Creating, maintaining and improving clear and easy to understand documentation
Establishing relationships with a broad technical and non-technical stakeholder group and presenting your message in a concise and consistent manner
Building your own skill set in an ever changing, innovative, global environment.

Xero is an equal opportunity employer. We value diversity, foster innovation and reward success.
If you want to come to work with friends every single day and help to make Xero even more special, please apply!

",Product Data Analyst ,,,,
407,Niche 212,nobullets,/job/38026582?type=standard&searchrequesttoken=c7a7e795-d6ce-4bf5-9630-c83986317253,"CBD, Inner West & Eastern Suburbs",Sydney,not_listed,data-analyst,38026582.0,"Work for a well-recognised national Australian organisation that has now become part of a large global company. Going through an integration of a new acquisition, we require a Data Analyst to join the Projects team. Reporting to the Pricing
        Manager you will work with the team to build models on excel and analyse data to produce insights that will drive greater overall profitability for the company.  Day to day you will work on complex data sets tracking, analysing, and identifying
        profit improvement opportunities to drive results, along with various adhoc projects involving the integration. Stakeholder engagement is extensive within this role.  Essentially you are tertiary qualified in statistics, mathematics or
        a relevant degree. You have a minimum of 2 years’ experience in working on excel at macro level analysing data and producing insights. The company offers an innovative, fast paced business casual collaborative work environment.          Start early January !!  Please send your resume in WORD version and click on APPLY NOW ",Data Analyst,,,,
408,Endeavour Foundation,nobullets,/job/38029431?type=standard&searchrequesttoken=c7a7e795-d6ce-4bf5-9630-c83986317253,Bayside & Eastern Suburbs,Brisbane,Salary Packaging options available!,data-analyst,38029431.0,"
Cannon Hill location
Permanent full-time position
Work for an amazing company who makes a difference!
Endeavour Foundation is a fast growing for-purpose national organisation with over 5,000 staff plus volunteers, providing support and services to people with a disability in over 300 locations nationally. The National Disability Insurance Scheme
          (NDIS) is being implemented and is a landmark time of transformation within our sector, providing an opportunity for you to be at the forefront of one of the biggest organisational change and people transformation journeys in Australia.
About The Role
The purpose of this role is to provide accurate data analysis and research to support the delivery of evidence based workforce intelligence to influence and advise optimal decision making. Duties will include:

Provide insights and informative data sets that support and inform actions and decision making
Develop and produce reports and dashboards to effectively communicate key information in a meaningful and relevant way to business stakeholders
Perform ad-hoc quantitative or qualitative analyses and monitor/provides updates to management regarding specific initiative progress. 
Identify patterns and trends in data, and provide professional written business commentary to influence and inform actions
Lead and influence the HR team to enter, maintain and use information in a manner that ensures data quality, data security and governance
Utilise attention to detail and your natural curiosity to identify and investigate data anomalies, pro-actively rectifying root causes, and continuously improving process and data reliability
Key contributor to enterprise data and reporting projects including HRIS optimisation, Enterprise BI application, and strategic reporting updates and activities.

About You

Data-driven professional with demonstrated success in developing and using workforce analysis, data and metrics to drive business decisions and influence outcomes.
Strong collaborative orientation, with excellent relationship-building, communication and persuasion skills and a track record of earning and demonstrating trust.
Strong proficiency with Excel, PowerPoint, and data analysis approaches and tools to drive business insight.
Demonstrates problem solving skills to successfully identify problems develop solutions and implement these using a logical and systematic approach.
Demonstrated communication skills to ensure clear and concise information is presented to the team, manager and customers.
Tertiary qualification in relevant discipline including; Business/HR/Commerce
Microsoft Power BI and Peoplesoft experience desirable

Before commencing with Endeavour Foundation you will be required to undertake a National Criminal History check and hold or be willing to obtain a positive notice from Disability Services (Yellow Card) and Working with Children Check (Blue card).
          
This is an exciting time for Endeavour, and a terrific opportunity for the right person!
",People Data Analyst,,,,
409,Screen Australia,nobullets,/job/38233940?type=standard&searchrequesttoken=c7a7e795-d6ce-4bf5-9630-c83986317253,"CBD, Inner West & Eastern Suburbs",Sydney,"$78,830 to $89,429 per annum, plus 15.4% super",data-analyst,38233940.0,"
We currently have an opportunity for a data driven Research Analyst to join our Strategic Policy and Industry Insights unit. The role will be focused primarily in providing comprehensive data insights for Screen Australia and the broader screen
          industry. This will be done by providing research analysis, extracting and manipulating complex data from multiple sources, writing summaries of statistical trends, data modelling and providing general analysis and reporting.
 
To be considered for this role you will have demonstrated experience in a similar Research Analyst position within the Media Industry; and possess high level experience in statistical compilation, data manipulation, data verification and proofing
          as well as setting up and running research projects. The successful candidate will have a mature and positive outlook, be detail oriented, highly organised in addition to possessing highly developed communication skills.
 
For further information on this position and to apply, please visit the Screen Australia website:  www.screenaustralia.gov.au/jobs
 
Screen Australia is committed to increasing workplace inclusion and diversity and encourages applications from a diverse range of backgrounds.
 
Applications close: Wednesday 20 February 2019
",Research Analyst,78830.0,89429.0,10599.0,84129.5
410,Defence Health,nobullets,/job/38109129?type=standout&searchrequesttoken=c7a7e795-d6ce-4bf5-9630-c83986317253,CBD & Inner Suburbs,Melbourne,not_listed,data-analyst,38109129.0,"
About us
Defence Health provides great value private health insurance to Australian Defence Force (ADF) families and the wider Defence community. As a Members Own Health Fund, we are not-for-profit and all for the benefit of our members. Our members really
          are like family to us, and our workforce actively lives and breathes our service culture and also our corporate values. Here at Defence Health we have a strong focus on staff engagement and creating a high performance culture. We recognise that
          a highly engaged and motivated workforce will not help us to retain fantastic people but will enable us to provide a great member experience.
Find out more at www.defencehealth.com.au
About the role
We are looking for enthusiastic candidates who have a true passion for analysis and delivering business insights. As the Business Intelligence Analyst you will be responsible for regular and ad-hoc reporting, collation and analysis of information,
          identification of trends and the provision of recommendations to the business.   
About you
To be successful in this role, you will have strong analytical, research and problem solving skills.  You will have the ability to communicate with all levels of the business and excellent time management skills. Collaboration is important
          at Defence Health so you will enjoy working within a team environment and engaging with multiple stakeholders. 
Additionally you will be able to demonstrate the following experience and competencies:

At least 3 years of experience in analytics and insights
Strong customer service skills, including the ability to communicate technical information to stakeholders
Demonstrated attention to detail
Intermediate to Advanced skills in Business Intelligence tool (Yellowfin, PowerBI).
Knowledge of SQL and statistical software packages (e.g. R, Python) is an advantage
Knowledge in database management is highly desirable.
Intermediate to Advanced Excel skills and a good knowledge of other MS office products, along with an eagerness to acquire new skills and knowledge

It can get pretty busy so during peak periods you will have the resilience to manage high workloads and the initiative to investigate problems and suggest solutions.
This is a fantastic opportunity to be part of a company that offers a great work/life balance and culture. We will value your experience and commitment by offering competitive remuneration, training, as well as a range of incentives such as free
          health insurance (seriously!) and a super active social club organising get togethers and social activities like Friday night drinks.
If this looks like the job for you, please apply now by submitting your resume and a cover letter outlining your suitability!
 
",Data & Business Intelligence Analyst,,,,
411,National Resource Team,nobullets,/job/38025613?type=standard&searchrequesttoken=c7a7e795-d6ce-4bf5-9630-c83986317253,"CBD, Inner West & Eastern Suburbs",Sydney,not_listed,data-analyst,38025613.0,"

January Start
12 month contract
Sydney location
 About the companyKarlka Recruiting Group has partnered with a Federal Government Agency to engage a Data Analyst. This position is located in their busy Sydney office with
        an initial 12 month contract with possible extensions.     About the Role The Data Analysts primary role is to deliver data extraction, analysis and dissemination services
        to key stakeholders for research and state, national and international reporting bodies in a timely manner. Duties

Contribute to the analysis and quality review of clinical data
Contribute to the development of system performance indicators 
Create data validation/data quality programs/systems
Document processes/procedures for data validation
Contribute to the development of new reporting datasets and outputs
 Requirements/Skills

Strong programming skills and experience in SAS (5 years+ preferable) 
Demonstrated experience with SQL 
Tertiary qualifications in health information management, statistics or other related disciplines.
Experience in data validation, interrogation, and manipulation
  How to ApplyClick APPLY NOW or contact Sang on recruitment@karlkarecruiting.com.au.  Please note, due
        to the large sum of applications received only shortlisted candidates will be contacted for further discussion. ",Data Analyst,,,,
